id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb,cease_year,institute_service,institute,Institute,WorkArea,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,role_service,dissatisfied,service_cat,age_group
289.0,Resignation-Move overseas/interstate,2013,,,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
292.0,Resignation-Other employer,2013,,,Teacher Aide,,,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
294.0,Resignation-Move overseas/interstate,2012,,,Schools Officer,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
296.0,Resignation-Move overseas/interstate,2012,1980.0,2003.0,Teacher,Special Education,Central Office,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
297.0,Resignation-Other employer,2012,2006.0,2009.0,Technical Officer,,North Coast,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
301.0,Resignation-Move overseas/interstate,2012,1996.0,1996.0,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
302.0,Resignation-Other employer,2012,,,School Administrative Staff,,,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
304.0,Resignation-Other reasons,2012,2005.0,2011.0,Cleaner,,South East,,Permanent Part-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
305.0,Resignation-Other employer,2013,2009.0,2009.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
312.0,Resignation-Other employer,2013,2001.0,2007.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
313.0,Resignation-Other reasons,2013,1999.0,2012.0,Teacher,Primary,North Coast,,Permanent Part-time,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
315.0,Resignation-Other employer,2013,2001.0,2006.0,Teacher,Primary,,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
318.0,Resignation-Other employer,2012,1989.0,1989.0,Teacher,,Metropolitan,,Permanent Full-time,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
319.0,Resignation-Other reasons,2012,2012.0,2012.0,School Administrative Staff,,North Queensland,,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
321.0,Resignation-Other reasons,2012,2011.0,2011.0,Cleaner,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
323.0,Resignation-Other employer,2013,2007.0,2007.0,Teacher,Middle,Metropolitan,,Permanent Full-time,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
325.0,Resignation-Other reasons,2012,2011.0,2011.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
326.0,Resignation-Other employer,2012,2000.0,2004.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
327.0,Resignation-Other reasons,2012,2008.0,2008.0,Cleaner,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,Yes,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
333.0,Resignation-Other reasons,2012,2011.0,2011.0,Cleaner,,,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
334.0,Resignation-Other employer,2012,2012.0,2012.0,School Administrative Staff,,South East,,Temporary Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
341.0,Resignation-Other reasons,2013,2005.0,2012.0,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
344.0,Resignation-Other employer,2012,,,School Administrative Staff,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,Yes,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
346.0,Resignation-Other employer,2012,1988.0,1988.0,Teacher,Primary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
348.0,Resignation-Other employer,2012,2008.0,2008.0,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,Yes,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
349.0,Resignation-Other reasons,2013,1980.0,1999.0,Teacher,Secondary,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
355.0,Resignation-Other employer,2013,2007.0,2007.0,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
356.0,Resignation-Other reasons,2013,1992.0,1992.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
357.0,Resignation-Move overseas/interstate,2013,2003.0,2011.0,Teacher,Secondary,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
366.0,Resignation-Other reasons,2012,,,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
367.0,Resignation-Move overseas/interstate,2013,2010.0,2010.0,Teacher,Secondary,South East,,Permanent Full-time,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
368.0,Resignation-Move overseas/interstate,2013,2012.0,2012.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
372.0,Resignation-Other reasons,2012,2012.0,2012.0,Teacher Aide,,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
375.0,Resignation-Other employer,2012,1992.0,1992.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
376.0,Resignation-Other reasons,2012,1999.0,1999.0,Teacher Aide,,,,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
377.0,Resignation-Move overseas/interstate,2012,2007.0,2007.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
378.0,Resignation-Other employer,2012,1990.0,,Teacher Aide,,,,Permanent Part-time,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
380.0,Resignation-Move overseas/interstate,2012,,,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
382.0,Resignation-Other employer,2013,2008.0,2008.0,Teacher,Secondary,,,Permanent Full-time,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
384.0,Resignation-Move overseas/interstate,2012,1994.0,1996.0,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
389.0,Resignation-Move overseas/interstate,2013,2007.0,2007.0,Teacher,Secondary,,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
390.0,Resignation-Other employer,2013,1985.0,1999.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
391.0,Resignation-Other employer,2013,2000.0,200.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
392.0,Resignation-Other employer,2012,2007.0,2007.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
399.0,Resignation-Other reasons,2012,1993.0,2011.0,Guidance Officer,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
400.0,Resignation-Other employer,2013,,,Cleaner,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
406.0,Resignation-Other reasons,2012,,,Teacher,Primary,,,,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
407.0,Resignation-Other reasons,2013,1991.0,1992.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
408.0,Resignation-Move overseas/interstate,2013,,2011.0,Technical Officer,,Central Queensland,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
409.0,Resignation-Other reasons,2012,2006.0,2006.0,Teacher,Primary,,,Permanent Full-time,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
410.0,Resignation-Other reasons,2012,,,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
411.0,Resignation-Other reasons,2013,2008.0,2008.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
413.0,Resignation-Other reasons,2013,2008.0,2009.0,Cleaner,,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
415.0,Resignation-Other employer,2013,1997.0,2009.0,Teacher,Primary,Darling Downs South West,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
416.0,Resignation-Move overseas/interstate,2013,2011.0,2013.0,Teacher,Primary,Central Queensland,,Permanent Full-time,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
417.0,Resignation-Other reasons,2012,1963.0,1989.0,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
418.0,Resignation-Other reasons,2013,2008.0,2011.0,Teacher Aide,Primary,South East,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
420.0,Resignation-Other reasons,2013,2012.0,2012.0,Teacher Aide,,North Queensland,,Temporary Part-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,,,,,Yes,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
424.0,Resignation-Other employer,2013,2008.0,2012.0,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
433.0,Resignation-Move overseas/interstate,2013,2008.0,2010.0,Technical Officer,,Central Office,,Permanent Full-time,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
434.0,Resignation-Other reasons,2013,1993.0,2002.0,Teacher,Primary,North Queensland,,Permanent Part-time,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
435.0,Resignation-Other reasons,2013,2006.0,2010.0,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
438.0,Resignation-Other reasons,2013,2002.0,2002.0,Teacher,Special Education,Darling Downs South West,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Female,,,,,Yes,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
439.0,Resignation-Other employer,2013,,,Teacher,Secondary,North Queensland,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
440.0,Resignation-Other reasons,2012,1992.0,2009.0,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
442.0,Resignation-Other reasons,2013,2010.0,2010.0,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
450.0,Resignation-Other employer,2012,,,Teacher,Primary,South East,,Permanent Full-time,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
452.0,Resignation-Other reasons,2013,2009.0,2012.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
453.0,Resignation-Move overseas/interstate,2013,1991.0,2007.0,Head of Curriculum/Head of Special Education,,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
455.0,Resignation-Move overseas/interstate,2013,2013.0,2013.0,Public Servant,A01-A04,Central Office,Human Resources,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
457.0,Resignation-Other reasons,2013,2013.0,2013.0,Teacher,Primary,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
460.0,Resignation-Move overseas/interstate,2012,2011.0,2013.0,Public Servant,AO5-AO7,Central Office,Information and Technologies,Temporary Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
462.0,Resignation-Other reasons,2013,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
465.0,Resignation-Other employer,2013,2002.0,2002.0,Teacher,Primary,,,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
467.0,Resignation-Other reasons,2013,2000.0,2013.0,Teacher,Secondary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
471.0,Resignation-Other reasons,2013,1990.0,2013.0,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,Female,,,,,Yes,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
472.0,Resignation-Other reasons,2013,,,Teacher,Secondary,South East,,Permanent Part-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
474.0,Resignation-Other reasons,2013,1997.0,1997.0,Teacher,Primary,North Queensland,,Permanent Part-time,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
477.0,Resignation-Other reasons,2013,2008.0,2011.0,Teacher,Secondary,Metropolitan,,Casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,,,,,,Yes,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
478.0,Resignation-Move overseas/interstate,2013,2004.0,2004.0,Cleaner,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
479.0,Resignation-Other reasons,2013,2000.0,,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
480.0,Resignation-Other reasons,2013,2013.0,2013.0,Teacher,Primary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,,Yes,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
482.0,Resignation-Other reasons,2012,1990.0,1990.0,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
486.0,Resignation-Move overseas/interstate,2012,2005.0,2010.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
487.0,Resignation-Other reasons,2013,1993.0,1993.0,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
490.0,Resignation-Other reasons,2012,,,Cleaner,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2012.0,,DETE,,,,,,,,,,,,,,,,0.0,,
493.0,Resignation-Other reasons,2013,1974.0,2008.0,Teacher,Special Education,Central Queensland,,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
495.0,Resignation-Other employer,2012,1988.0,1988.0,Cleaner,,Central Queensland,,Permanent Part-time,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,,,,,,,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
496.0,Resignation-Other reasons,2013,2012.0,2012.0,Cleaner,,Central Queensland,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,Yes,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
498.0,Resignation-Move overseas/interstate,2013,2009.0,2009.0,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
500.0,Resignation-Move overseas/interstate,2013,2013.0,2013.0,Public Servant,A01-A04,Central Office,Other,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
501.0,Resignation-Other employer,2013,2002.0,2002.0,Teacher,Primary,Central Queensland,Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
504.0,Resignation-Other reasons,2013,1972.0,2013.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
505.0,Resignation-Move overseas/interstate,2013,2008.0,2011.0,Teacher,Secondary,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
506.0,Resignation-Other reasons,2013,1989.0,,Teacher,Special Education,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
507.0,Resignation-Other reasons,2013,2009.0,2010.0,Public Servant,A01-A04,North Coast,,Permanent Full-time,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
518.0,Resignation-Move overseas/interstate,2010,2007.0,2007.0,Teacher Aide,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,2010.0,14609.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
532.0,Resignation-Other reasons,2013,,,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
534.0,Resignation-Move overseas/interstate,2013,1999.0,2012.0,Public Servant,AO8 and Above,Central Office,Indigenous Education and Training Futures,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,Yes,,Yes,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
535.0,Resignation-Other reasons,2012,2008.0,2008.0,Cleaner,,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,Yes,Yes,2012.0,15339.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
